,Date,Project,Method,OD260/280,OD260/230,Concentration,Yield(ug)
2518,2022-03-25,RTB-IBD,Chemagen,1.98,2.33,112.55,16.8825
2519,2022-01-20,RTB-IBD,Chemagen,2.05,1.8,55.32,8.298
2520,2022-01-24,RTB-IBD,Chemagen,1.89,2.39,59.38,8.907
2521,2022-02-08,RTB-IBD,Chemagen,1.89,2.25,78.43,11.764500000000002
2522,2022-02-10,RTB-IBD,Chemagen,1.97,2.55,66.13,9.9195
2523,2022-02-28,RTB-IBD,Chemagen,1.97,2.25,129.63,19.4445
2524,2022-02-25,RTB-IBD,Chemagen,1.98,1.98,80.04,12.006000000000002
2525,2022-03-25,RTB-IBD,Chemagen,2.22,3.03,58.79,8.8185
2526,2022-03-25,RTB-IBD,Chemagen,1.9,2.17,118.96,17.844
2527,2022-03-22,RTB-IBD,Chemagen,1.53,0.23,62.94,9.441
2528,2022-02-07,RTB-IBD,Chemagen,1.89,2.2,83.64,12.546
2529,2022-02-01,RTB-IBD,Chemagen,1.95,2.4,81.57,12.235499999999998
2530,2022-03-09,RTB-IBD,Chemagen,2.18,2.26,55.44,8.316
2531,2022-01-24,RTB-IBD,Chemagen,1.91,2.27,63.87,9.5805
2532,2022-03-14,RTB-IBD,Chemagen,1.92,2.27,120.92,18.138
2533,2022-01-14,RTB-IBD,Chemagen,1.9,2.2,70.81,10.6215
2534,2022-03-22,RTB-IBD,Chemagen,1.95,2.47,73.05,10.9575
2535,2022-01-25,RTB-IBD,Chemagen,1.95,2.57,64.58,9.687
2536,2022-02-28,RTB-IBD,Chemagen,1.86,2.02,61.03,9.1545
2537,2022-03-03,RTB-IBD,Chemagen,1.96,2.28,146.42,21.962999999999997
2538,2022-03-17,RTB-IBD,Chemagen,2.01,2.3,119.41,17.9115
2539,2022-03-25,RTB-IBD,Chemagen,2.05,2.0,114.18,17.127
2540,2022-01-27,RTB-IBD,Chemagen,2.02,2.29,71.42,10.713
2541,2022-03-10,RTB-IBD,Chemagen,1.92,2.25,177.8,26.67
2542,2022-03-22,RTB-IBD,Chemagen,1.91,2.37,106.87,16.0305
2543,2022-01-17,RTB-IBD,Chemagen,1.93,2.13,65.33,9.7995
2544,2022-03-11,RTB-IBD,Chemagen,2.07,2.11,56.29,8.4435
2545,2022-03-25,RTB-IBD,Chemagen,2.12,2.68,66.43,9.964500000000001
2546,2022-02-08,RTB-IBD,Chemagen,1.94,2.17,98.19,14.7285
2547,2022-02-01,RTB-IBD,Chemagen,1.91,2.13,74.85,11.2275
2548,2022-02-21,RTB-IBD,Chemagen,1.94,2.2,66.3,9.945
2549,2022-02-07,RTB-IBD,Chemagen,1.96,2.21,168.32,25.248
2550,2022-01-12,RTB-IBD,Chemagen,1.84,1.82,40.98,6.146999999999999
2551,2022-03-11,RTB-IBD,Chemagen,1.97,2.1,144.74,21.711
2552,2022-02-04,RTB-IBD,Chemagen,1.94,-4.92,65.47,9.8205
2553,2022-01-07,RTB-IBD,Chemagen,1.97,2.32,154.7,23.205
2554,2022-03-21,RTB-IBD,Chemagen,1.9,2.12,76.83,11.5245
2555,2022-02-10,RTB-IBD,Chemagen,1.99,2.32,52.12,7.818
2556,2022-01-25,RTB-IBD,Chemagen,2.08,2.12,49.18,7.377
2557,2022-02-16,RTB-IBD,Chemagen,1.97,2.22,77.66,11.649
2558,2022-02-28,RTB-IBD,Chemagen,1.95,2.38,90.94,13.641
2559,2022-02-04,RTB-IBD,Chemagen,1.89,52.75,105.71,15.856499999999999
2560,2022-03-03,RTB-IBD,Chemagen,2.0,1.81,75.06,11.259
2561,2022-02-18,RTB-IBD,Chemagen,2.0,1.96,99.84,14.976
2562,2022-03-22,RTB-IBD,Chemagen,1.89,2.18,109.03,16.3545
2563,2022-01-25,RTB-IBD,Chemagen,1.87,2.16,130.29,19.5435
2564,2022-01-07,RTB-IBD,Chemagen,2.02,2.18,85.17,12.7755
2565,2022-03-11,RTB-IBD,Chemagen,1.96,2.24,121.74,18.261
2566,2022-01-31,RTB-IBD,Chemagen,1.97,2.09,92.65,13.8975
2567,2022-02-10,RTB-IBD,Chemagen,1.9,2.42,46.06,6.909
2568,2022-02-14,RTB-IBD,Chemagen,1.93,2.36,152.74,22.911
2569,2021-10-22,RTB-IBD,Chemagen,1.94,1.7,109.27,16.3905
2570,2021-12-03,RTB-IBD,Chemagen,1.9,1.93,101.45,15.2175
2571,2021-11-15,RTB-IBD,Chemagen,1.96,2.38,100.93,15.139500000000002
2572,2021-11-19,RTB-IBD,Chemagen,1.91,2.14,56.47,8.4705
2573,2021-11-26,RTB-IBD,Chemagen,2.04,2.25,71.56,10.734
2574,2021-11-30,RTB-IBD,Chemagen,1.98,2.01,61.01,9.1515
2575,2021-11-11,RTB-IBD,Chemagen,1.95,2.28,75.65,11.3475
2576,2021-12-13,RTB-IBD,Chemagen,1.91,2.06,92.05,13.8075
2577,2021-11-23,RTB-IBD,Chemagen,1.95,2.25,64.04,9.606000000000002
2578,2021-10-15,RTB-IBD,Chemagen,1.94,2.24,95.51,14.3265
2579,2021-12-15,RTB-IBD,Chemagen,1.87,2.43,73.97,11.0955
2580,2021-12-07,RTB-IBD,Chemagen,1.89,2.12,87.57,13.135499999999999
2581,2021-11-02,RTB-IBD,Chemagen,,,,
2582,2021-10-27,RTB-IBD,Chemagen,1.99,2.31,85.95,12.8925
2583,2021-11-17,RTB-IBD,Chemagen,1.98,2.17,66.11,9.9165
2584,2021-12-15,RTB-IBD,Chemagen,1.89,2.44,56.74,8.511
2585,2021-11-26,RTB-IBD,Chemagen,1.97,2.33,56.89,8.5335
2586,2021-10-22,RTB-IBD,Chemagen,1.9,2.07,70.4,10.56
2587,2021-10-12,RTB-IBD,Chemagen,1.99,2.17,94.02,14.103
2588,2021-10-20,RTB-IBD,Chemagen,1.97,2.07,82.2,12.33
2589,2021-11-17,RTB-IBD,Chemagen,2.1,2.1,50.33,7.5495
2590,2021-10-05,RTB-IBD,Chemagen,1.7,1.64,68.9,10.335
2591,2021-10-05,RTB-IBD,Chemagen,1.22,1.28,222.0,33.3
2592,2021-12-13,RTB-IBD,Chemagen,1.95,2.19,121.16,18.174
2593,2021-10-27,RTB-IBD,Chemagen,2.03,2.28,65.97,9.8955
2594,2021-10-20,RTB-IBD,Chemagen,1.97,1.84,70.2,10.53
2595,2021-12-15,RTB-IBD,Chemagen,1.9,2.22,104.33,15.6495
2596,2021-12-15,RTB-IBD,Chemagen,1.93,1.99,86.0,12.9
2597,2021-10-12,RTB-IBD,Chemagen,1.95,2.5,68.24,10.236
2598,2021-12-10,RTB-IBD,Chemagen,1.91,2.35,202.16,30.324
2599,2021-12-10,RTB-IBD,Chemagen,1.9,2.2,87.8,13.17
2600,2021-12-15,RTB-IBD,Chemagen,1.92,2.18,76.74,11.511
2601,2021-10-08,RTB-IBD,Chemagen,1.95,2.31,90.5,13.575
2602,2021-10-08,RTB-IBD,Chemagen,2.02,2.27,75.89,11.3835
2603,2021-10-08,RTB-IBD,Chemagen,1.97,2.23,98.21,14.731499999999999
2604,2021-12-17,RTB-IBD,Chemagen,1.95,2.35,75.48,11.322
2605,2021-12-24,RTB-IBD,Chemagen,1.91,1.97,99.64,14.946
2606,2021-11-11,RTB-IBD,Chemagen,2.05,2.52,80.95,12.1425
2607,2021-12-13,RTB-IBD,Chemagen,1.77,1.35,129.42,19.412999999999997
2608,2021-10-29,RTB-IBD,Chemagen,2.06,2.23,74.65,11.1975
2609,2021-12-10,RTB-IBD,Chemagen,1.88,1.99,68.04,10.206000000000001
2610,2021-12-03,RTB-IBD,Chemagen,1.91,2.13,104.23,15.6345
2611,2021-10-08,RTB-IBD,Chemagen,1.94,2.18,103.92,15.588
2612,2021-10-20,RTB-IBD,Chemagen,1.9,2.16,114.08,17.112
2613,2021-12-03,RTB-IBD,Chemagen,1.81,1.56,81.37,12.2055
2614,2021-10-01,RTB-IBD,Chemagen,1.96,2.37,93.92,14.088
2615,2021-11-19,RTB-IBD,Chemagen,1.93,2.11,127.28,19.092
2616,2021-12-10,RTB-IBD,Chemagen,1.89,2.22,81.38,12.207
2617,2021-10-15,RTB-IBD,Chemagen,1.98,2.21,112.33,16.8495
2618,2021-12-03,RTB-IBD,Chemagen,1.89,1.86,110.97,16.6455
2619,2021-10-27,RTB-IBD,Chemagen,2.03,2.05,63.44,9.516
2620,2021-10-12,RTB-IBD,Chemagen,2.06,1.77,46.2,6.93
2621,2021-11-23,RTB-IBD,Chemagen,1.98,2.36,56.45,8.4675
2622,2021-11-15,RTB-IBD,Chemagen,1.97,2.19,88.57,13.285499999999999
2623,2021-11-15,RTB-IBD,Chemagen,1.94,2.15,77.58,11.637
2624,2021-11-05,RTB-IBD,Chemagen,1.78,2.09,89.77,13.4655
2625,2021-11-19,RTB-IBD,Chemagen,2.05,2.3,92.08,13.812
2626,2021-11-15,RTB-IBD,Chemagen,1.96,2.29,211.23,31.6845
2627,2021-12-03,RTB-IBD,Chemagen,1.93,1.86,62.19,9.3285
2628,2021-11-26,RTB-IBD,Chemagen,1.92,2.3,157.59,23.6385
2629,2021-10-22,RTB-IBD,Chemagen,2.01,1.72,137.25,20.5875
2630,2021-11-15,RTB-IBD,Chemagen,1.96,2.43,164.26,24.639
2631,2021-11-26,RTB-IBD,Chemagen,1.85,2.14,89.53,13.4295
2632,2021-11-05,RTB-IBD,Chemagen,1.97,2.21,93.12,13.968
2633,2021-12-10,RTB-IBD,Chemagen,1.89,1.74,104.06,15.609
2634,2021-12-03,RTB-IBD,Chemagen,1.91,2.07,88.09,13.2135
2635,2021-12-10,RTB-IBD,Chemagen,1.92,2.05,60.82,9.123
2636,2021-10-20,RTB-IBD,Chemagen,1.89,1.88,107.22,16.083
2637,2021-12-13,RTB-IBD,Chemagen,1.87,1.7,129.47,19.4205
2638,2021-11-23,RTB-IBD,Chemagen,1.95,2.39,137.05,20.5575
2639,2021-10-12,RTB-IBD,Chemagen,1.97,2.36,99.49,14.9235
2640,2021-10-12,RTB-IBD,Chemagen,1.64,0.75,198.47,29.7705
2641,2021-10-22,RTB-IBD,Chemagen,1.88,1.87,85.11,12.7665
2642,2021-10-08,RTB-IBD,Chemagen,1.88,2.26,127.23,19.0845
2643,2021-11-30,RTB-IBD,Chemagen,2.04,2.31,60.46,9.069
2644,2021-10-20,RTB-IBD,Chemagen,2.0,2.21,86.57,12.985499999999998
2645,2021-10-27,RTB-IBD,Chemagen,1.91,2.01,46.85,7.0275
2646,2021-10-20,RTB-IBD,Chemagen,1.96,2.01,82.48,12.372
2647,2021-11-17,RTB-IBD,Chemagen,1.99,1.97,74.57,11.185499999999998
2648,2021-10-22,RTB-IBD,Chemagen,1.92,2.11,145.84,21.876
2649,2021-12-03,RTB-IBD,Chemagen,1.89,2.17,125.58,18.837
2650,2021-11-11,RTB-IBD,Chemagen,1.95,2.46,195.95,29.3925
2651,2021-12-10,RTB-IBD,Chemagen,1.89,2.21,85.77,12.8655
2652,2021-12-20,RTB-IBD,Chemagen,1.88,2.05,139.2,20.88
2653,2021-12-24,RTB-IBD,Chemagen,1.94,2.25,144.07,21.6105
2654,2021-10-12,RTB-IBD,Chemagen,1.89,1.9,90.31,13.5465
2655,2021-10-01,RTB-IBD,Chemagen,1.97,2.37,72.42,10.863
2656,2021-11-23,RTB-IBD,Chemagen,1.89,1.51,124.1,18.615
2657,2021-10-15,RTB-IBD,Chemagen,1.92,2.36,86.43,12.964500000000001
2658,2021-12-03,RTB-IBD,Chemagen,1.87,1.65,73.28,10.992
2659,2021-12-24,RTB-IBD,Chemagen,1.9,2.16,60.62,9.093
2660,2021-12-20,RTB-IBD,Chemagen,1.99,2.4,70.04,10.506000000000002
2661,2021-12-20,RTB-IBD,Chemagen,1.88,2.23,65.23,9.7845
2662,2021-10-01,RTB-IBD,Chemagen,1.9,2.22,85.82,12.872999999999998
2663,2021-10-29,RTB-IBD,Chemagen,2.02,2.03,75.94,11.391
2664,2021-11-26,RTB-IBD,Chemagen,1.99,2.29,86.44,12.966
2665,2021-11-26,RTB-IBD,Chemagen,2.09,2.35,57.53,8.6295
2666,2021-10-22,RTB-IBD,Chemagen,2.07,2.16,73.65,11.0475
2667,2021-10-12,RTB-IBD,Chemagen,2.0,2.47,104.32,15.647999999999998
2668,2021-11-19,RTB-IBD,Chemagen,1.95,2.3,107.5,16.125
2669,2021-11-26,RTB-IBD,Chemagen,1.95,1.72,83.49,12.5235
2670,2021-12-17,RTB-IBD,Chemagen,1.93,2.31,55.43,8.3145
2671,2021-11-19,RTB-IBD,Chemagen,1.89,1.89,98.32,14.747999999999998
2672,2021-11-19,RTB-IBD,Chemagen,2.0,2.42,152.29,22.8435
2673,2021-10-15,RTB-IBD,Chemagen,1.88,2.05,78.16,11.724
2674,2021-10-22,RTB-IBD,Chemagen,1.99,2.19,102.03,15.3045
2675,2021-12-20,RTB-IBD,Chemagen,1.91,2.47,193.26,28.989
2676,2021-10-22,RTB-IBD,Chemagen,2.08,2.19,59.89,8.9835
2677,2021-11-05,RTB-IBD,Chemagen,2.07,2.28,65.26,9.789
2678,2021-11-30,RTB-IBD,Chemagen,2.03,2.17,60.71,9.1065
2679,2021-10-15,RTB-IBD,Chemagen,1.96,2.35,95.61,14.3415
2680,2021-12-07,RTB-IBD,Chemagen,1.85,2.0,105.42,15.813
2681,2021-11-15,RTB-IBD,Chemagen,1.87,2.44,116.76,17.514
2682,2021-10-15,RTB-IBD,Chemagen,1.94,2.09,125.08,18.762
2683,2021-10-29,RTB-IBD,Chemagen,1.91,2.35,72.4,10.86
2684,2021-12-10,RTB-IBD,Chemagen,1.92,2.18,109.74,16.461
2685,2021-10-27,RTB-IBD,Chemagen,1.79,1.15,123.07,18.4605
2686,2021-12-20,RTB-IBD,Chemagen,1.9,2.2,65.03,9.7545
2687,2021-10-05,RTB-IBD,Chemagen,1.87,1.81,73.08,10.962
2688,2021-11-17,RTB-IBD,Chemagen,1.98,2.15,79.33,11.8995
2689,2021-10-27,RTB-IBD,Chemagen,2.01,2.28,86.81,13.0215
2690,2021-10-05,RTB-IBD,Chemagen,1.67,1.68,155.67,23.350499999999997
2691,2021-12-10,RTB-IBD,Chemagen,1.87,1.9,55.0,8.25
2692,2021-10-01,RTB-IBD,Chemagen,1.74,1.85,140.48,21.072
2693,2021-12-15,RTB-IBD,Chemagen,1.91,2.37,160.71,24.1065
2694,2021-12-20,RTB-IBD,Chemagen,1.9,2.29,81.93,12.289500000000002
2695,2021-11-19,RTB-IBD,Chemagen,1.94,2.29,53.98,8.097
2696,2021-12-17,RTB-IBD,Chemagen,1.94,2.39,92.61,13.8915
2697,2021-12-03,RTB-IBD,Chemagen,1.93,2.12,104.17,15.6255
2698,2021-12-20,RTB-IBD,Chemagen,1.93,2.45,87.65,13.1475
2699,2021-10-20,RTB-IBD,Chemagen,1.86,2.29,132.71,19.9065
2700,2021-11-23,RTB-IBD,Chemagen,1.94,2.25,120.52,18.078
2701,2021-11-15,RTB-IBD,Chemagen,1.96,2.43,82.09,12.3135
2702,2021-11-17,RTB-IBD,Chemagen,1.98,2.07,79.02,11.853
2703,2021-11-15,RTB-IBD,Chemagen,1.88,2.11,91.63,13.7445
2704,2021-10-22,RTB-IBD,Chemagen,2.03,2.17,100.73,15.1095
2705,2021-11-23,RTB-IBD,Chemagen,1.83,1.82,66.06,9.909
2706,2021-10-08,RTB-IBD,Chemagen,1.87,1.72,135.27,20.2905
2707,2021-10-01,RTB-IBD,Chemagen,1.55,1.22,64.96,9.743999999999998
2708,2021-10-12,RTB-IBD,Chemagen,1.9,2.03,101.3,15.195
2709,2021-10-20,RTB-IBD,Chemagen,1.82,2.09,63.59,9.5385
2710,2021-10-27,RTB-IBD,Chemagen,1.91,2.35,55.19,8.2785
2711,2021-10-05,RTB-IBD,Chemagen,1.7,1.45,91.03,13.6545
2712,2021-12-10,RTB-IBD,Chemagen,1.88,2.01,102.09,15.3135
2713,2021-11-11,RTB-IBD,Chemagen,1.97,2.4,83.38,12.507
2714,2021-12-15,RTB-IBD,Chemagen,1.96,2.31,97.12,14.568
2715,2021-11-05,RTB-IBD,Chemagen,1.92,2.26,115.18,17.277
2716,2021-10-22,RTB-IBD,Chemagen,1.97,2.06,73.61,11.0415
2717,2021-10-15,RTB-IBD,Chemagen,1.92,2.33,95.06,14.259
2718,2021-12-20,RTB-IBD,Chemagen,1.96,2.53,95.99,14.3985
2719,2021-12-20,RTB-IBD,Chemagen,1.92,2.55,130.63,19.5945
2720,2021-10-01,RTB-IBD,Chemagen,1.84,2.01,67.46,10.118999999999998
2721,2021-12-24,RTB-IBD,Chemagen,1.97,2.03,83.8,12.57
2722,2021-11-05,RTB-IBD,Chemagen,2.02,2.19,70.81,10.6215
2723,2021-12-13,RTB-IBD,Chemagen,1.89,2.09,77.85,11.6775
2724,2021-10-27,RTB-IBD,Chemagen,1.94,2.07,41.95,6.2925
2725,2021-12-03,RTB-IBD,Chemagen,1.97,1.68,69.08,10.362
2726,2021-10-08,RTB-IBD,Chemagen,1.93,2.0,66.84,10.026
2727,2021-10-01,RTB-IBD,Chemagen,1.92,1.94,67.46,10.118999999999998
2728,2021-11-30,RTB-IBD,Chemagen,2.0,2.52,89.53,13.4295
2729,2021-11-26,RTB-IBD,Chemagen,2.13,2.43,67.76,10.164
2730,2021-12-03,RTB-IBD,Chemagen,1.95,2.23,135.22,20.283
2731,2021-11-02,RTB-IBD,Chemagen,,,,
2732,2021-12-20,RTB-IBD,Chemagen,1.92,2.32,64.61,9.6915
2733,2021-11-15,RTB-IBD,Chemagen,1.92,2.37,121.43,18.2145
2734,2021-10-20,RTB-IBD,Chemagen,1.95,2.22,101.14,15.171
2735,2021-11-23,RTB-IBD,Chemagen,1.85,2.04,53.33,7.9995
2736,2021-10-12,RTB-IBD,Chemagen,1.96,1.74,94.7,14.205
2737,2021-11-23,RTB-IBD,Chemagen,1.88,1.86,51.84,7.776000000000001
2738,2021-12-24,RTB-IBD,Chemagen,1.93,1.81,69.27,10.3905
2739,2021-12-03,RTB-IBD,Chemagen,1.92,2.23,77.33,11.5995
2740,2021-12-03,RTB-IBD,Chemagen,1.98,1.75,107.52,16.128
2741,2021-11-23,RTB-IBD,Chemagen,1.97,2.15,74.82,11.222999999999999
2742,2021-11-15,RTB-IBD,Chemagen,1.94,2.35,110.69,16.6035
2743,2021-12-10,RTB-IBD,Chemagen,1.91,2.14,127.46,19.119
2744,2021-11-26,RTB-IBD,Chemagen,2.08,2.39,78.86,11.829
2745,2021-10-15,RTB-IBD,Chemagen,2.05,2.47,86.78,13.017
2746,2021-10-01,RTB-IBD,Chemagen,1.99,2.2,100.15,15.0225
2747,2021-10-01,RTB-IBD,Chemagen,1.88,2.3,83.56,12.534
2748,2021-11-30,RTB-IBD,Chemagen,1.92,2.28,124.83,18.7245
2749,2021-12-03,RTB-IBD,Chemagen,1.92,2.19,77.79,11.668500000000002
2750,2021-11-19,RTB-IBD,Chemagen,1.98,1.94,77.42,11.613
2751,2021-12-15,RTB-IBD,Chemagen,1.88,2.11,152.28,22.842
2752,2021-11-30,RTB-IBD,Chemagen,1.89,2.39,106.48,15.972
2753,2021-11-09,RTB-IBD,Chemagen,1.81,1.75,136.06,20.409
2754,2021-10-29,RTB-IBD,Chemagen,1.89,2.21,63.59,9.5385
2755,2021-11-23,RTB-IBD,Chemagen,1.92,0.95,82.72,12.408
2756,2021-12-13,RTB-IBD,Chemagen,1.93,2.43,188.3,28.245
2757,2021-11-11,RTB-IBD,Chemagen,2.06,2.47,64.8,9.72
2758,2021-11-26,RTB-IBD,Chemagen,1.92,2.07,121.05,18.1575
2759,2021-11-15,RTB-IBD,Chemagen,1.97,2.08,96.99,14.5485
2760,2021-10-22,RTB-IBD,Chemagen,1.99,2.21,77.27,11.5905
2761,2021-10-15,RTB-IBD,Chemagen,1.92,2.36,108.83,16.3245
2762,2021-10-27,RTB-IBD,Chemagen,1.96,2.37,85.08,12.762
2763,2021-12-13,RTB-IBD,Chemagen,1.85,2.44,131.04,19.656
2764,2021-10-15,RTB-IBD,Chemagen,1.89,2.34,302.41,45.36150000000001
2765,2021-11-30,RTB-IBD,Chemagen,1.87,1.68,134.73,20.2095
2766,2021-11-17,RTB-IBD,Chemagen,1.95,2.09,69.01,10.3515
2767,2021-10-12,RTB-IBD,Chemagen,2.18,1.82,76.37,11.4555
2768,2021-11-17,RTB-IBD,Chemagen,2.0,1.74,93.7,14.055
2769,2021-11-05,RTB-IBD,Chemagen,1.89,2.36,89.48,13.422
2770,2021-11-05,RTB-IBD,Chemagen,1.95,2.18,111.06,16.659
2771,2021-10-05,RTB-IBD,Chemagen,1.85,2.08,100.75,15.1125
2772,2021-11-15,RTB-IBD,Chemagen,1.87,2.22,95.54,14.331000000000001
2773,2021-10-08,RTB-IBD,Chemagen,1.84,1.64,303.43,45.5145
2774,2021-12-15,RTB-IBD,Chemagen,1.8,1.65,69.11,10.3665
2775,2021-12-15,RTB-IBD,Chemagen,1.96,2.23,67.07,10.060499999999998
2776,2021-10-01,RTB-IBD,Chemagen,1.9,2.02,69.02,10.353
2777,2021-10-12,RTB-IBD,Chemagen,1.94,2.54,78.86,11.829
2778,2021-12-03,RTB-IBD,Chemagen,1.86,2.13,104.4,15.66
2779,2021-12-10,RTB-IBD,Chemagen,2.02,2.15,73.61,11.0415
2780,2021-10-05,RTB-IBD,Chemagen,1.53,1.49,107.64,16.146
2781,2021-11-15,RTB-IBD,Chemagen,1.93,2.38,126.97,19.0455
2782,2021-10-08,RTB-IBD,Chemagen,1.89,2.26,166.15,24.9225
2783,2021-10-20,RTB-IBD,Chemagen,1.92,2.28,102.56,15.384
2784,2021-12-13,RTB-IBD,Chemagen,1.88,1.82,71.39,10.7085
2785,2021-12-20,RTB-IBD,Chemagen,1.91,2.19,82.31,12.3465
2786,2021-12-07,RTB-IBD,Chemagen,1.89,2.28,166.9,25.035
2787,2021-10-15,RTB-IBD,Chemagen,1.92,2.07,139.8,20.97
2788,2021-12-15,RTB-IBD,Chemagen,1.93,2.36,192.76,28.914
2789,2021-11-19,RTB-IBD,Chemagen,1.89,2.16,156.73,23.5095
2790,2021-10-12,RTB-IBD,Chemagen,1.93,2.29,66.11,9.9165
2791,2021-10-15,RTB-IBD,Chemagen,2.03,2.25,142.13,21.3195
2792,2021-10-22,RTB-IBD,Chemagen,1.96,2.05,125.81,18.8715
2793,2021-10-01,RTB-IBD,Chemagen,1.74,1.25,109.45,16.4175
2794,2021-10-01,RTB-IBD,Chemagen,2.0,2.42,75.45,11.3175
2795,2021-11-26,RTB-IBD,Chemagen,1.97,2.37,65.68,9.852000000000002
2796,2021-10-12,RTB-IBD,Chemagen,2.0,2.48,85.35,12.8025
2797,2021-12-13,RTB-IBD,Chemagen,1.87,2.22,89.25,13.3875
2798,2021-10-01,RTB-IBD,Chemagen,1.87,2.25,69.19,10.3785
2799,2021-12-03,RTB-IBD,Chemagen,1.91,1.99,75.89,11.3835
2800,2021-10-01,RTB-IBD,Chemagen,1.91,2.27,70.23,10.5345
2801,2021-10-01,RTB-IBD,Chemagen,1.76,1.85,49.26,7.389
2802,2021-12-20,RTB-IBD,Chemagen,1.91,2.43,78.66,11.799
2803,2021-12-03,RTB-IBD,Chemagen,1.88,2.2,90.71,13.606499999999999
2804,2021-12-10,RTB-IBD,Chemagen,1.9,2.1,127.24,19.086
2805,2021-10-01,RTB-IBD,Chemagen,1.84,2.16,74.56,11.184
2806,2021-11-23,RTB-IBD,Chemagen,1.91,2.09,79.22,11.883
2807,2021-10-29,RTB-IBD,Chemagen,1.93,2.17,81.76,12.264
2808,2021-11-15,RTB-IBD,Chemagen,1.93,2.43,110.47,16.5705
2809,2021-11-26,RTB-IBD,Chemagen,1.93,2.2,77.27,11.5905
2810,2021-10-08,RTB-IBD,Chemagen,1.85,2.13,87.74,13.161
2811,2021-10-12,RTB-IBD,Chemagen,2.01,2.49,66.92,10.038
2812,2021-11-11,RTB-IBD,Chemagen,1.94,2.42,105.7,15.855
2813,2021-11-19,RTB-IBD,Chemagen,2.09,2.43,84.52,12.678
2814,2021-12-03,RTB-IBD,Chemagen,1.93,2.33,146.02,21.903
2815,2021-11-11,RTB-IBD,Chemagen,2.08,2.56,60.8,9.12
2816,2021-10-08,RTB-IBD,Chemagen,1.93,1.91,140.73,21.1095
2817,2021-11-19,RTB-IBD,Chemagen,2.07,2.36,108.1,16.215
2818,2021-10-22,RTB-IBD,Chemagen,1.94,2.28,107.77,16.1655
2819,2021-11-23,RTB-IBD,Chemagen,1.91,1.73,101.26,15.189
2820,2021-10-27,RTB-IBD,Chemagen,1.94,1.3,75.62,11.343
2821,2021-11-23,RTB-IBD,Chemagen,1.99,2.21,482.91,72.4365
2822,2021-12-07,RTB-IBD,Chemagen,1.88,2.14,92.41,13.8615
2823,2021-11-15,RTB-IBD,Chemagen,1.89,2.28,102.89,15.4335
2824,2021-10-15,RTB-IBD,Chemagen,1.95,2.18,89.81,13.4715
2825,2021-10-12,RTB-IBD,Chemagen,1.92,2.16,94.75,14.2125
2826,2021-10-01,RTB-IBD,Chemagen,1.98,2.24,79.48,11.922
2827,2021-10-22,RTB-IBD,Chemagen,2.05,2.45,83.43,12.514500000000002
2828,2021-11-30,RTB-IBD,Chemagen,1.95,2.4,140.11,21.016500000000004
2829,2021-10-27,RTB-IBD,Chemagen,1.93,2.34,79.25,11.8875
2830,2021-11-19,RTB-IBD,Chemagen,1.94,2.26,158.22,23.733
2831,2021-10-22,RTB-IBD,Chemagen,1.97,2.2,41.76,6.264
2832,2021-10-22,RTB-IBD,Chemagen,1.91,2.1,95.63,14.3445
2833,2021-11-26,RTB-IBD,Chemagen,1.93,2.36,68.65,10.2975
2834,2021-12-17,RTB-IBD,Chemagen,1.93,2.22,163.82,24.573
2835,2021-12-03,RTB-IBD,Chemagen,1.96,1.88,101.43,15.214500000000001
2836,2021-10-01,RTB-IBD,Chemagen,1.89,2.11,68.66,10.299
2837,2021-11-11,RTB-IBD,Chemagen,2.11,2.6,84.37,12.6555
2838,2021-11-02,RTB-IBD,Chemagen,,,,
2839,2021-12-03,RTB-IBD,Chemagen,1.98,1.52,73.56,11.034
2840,2021-11-17,RTB-IBD,Chemagen,1.95,2.26,85.93,12.889500000000002
2841,2021-10-08,RTB-IBD,Chemagen,1.95,2.27,76.46,11.468999999999998
2842,2021-12-03,RTB-IBD,Chemagen,1.91,2.32,79.76,11.964
2843,2021-10-01,RTB-IBD,Chemagen,1.88,2.17,92.37,13.8555
2844,2021-11-02,RTB-IBD,Chemagen,,,,
2845,2021-12-10,RTB-IBD,Chemagen,1.84,2.09,109.9,16.485
2846,2021-10-27,RTB-IBD,Chemagen,1.97,2.36,86.64,12.996
2847,2021-10-27,RTB-IBD,Chemagen,1.99,2.08,51.95,7.7925
2848,2021-12-03,RTB-IBD,Chemagen,1.92,1.65,80.3,12.045
2849,2021-11-19,RTB-IBD,Chemagen,1.88,1.99,109.03,16.3545
2850,2021-11-17,RTB-IBD,Chemagen,1.92,2.32,130.74,19.611
2851,2021-11-09,RTB-IBD,Chemagen,1.93,2.27,92.49,13.8735
2852,2021-12-03,RTB-IBD,Chemagen,1.92,2.33,107.0,16.05
2853,2021-11-05,RTB-IBD,Chemagen,1.91,2.14,71.42,10.713
2854,2021-10-12,RTB-IBD,Chemagen,1.93,2.09,37.94,5.691
2855,2021-10-08,RTB-IBD,Chemagen,2.06,2.23,100.97,15.1455
2856,2021-11-19,RTB-IBD,Chemagen,1.91,2.18,122.86,18.429
2857,2021-10-27,RTB-IBD,Chemagen,2.1,2.55,51.49,7.7235
2858,2021-11-11,RTB-IBD,Chemagen,2.15,2.52,75.58,11.337
2859,2021-12-15,RTB-IBD,Chemagen,1.86,1.89,100.99,15.1485
