,Date,Project,Method,OD260/280,OD260/230,Concentration,Yield(ug)
1195,2022-02-18,RTB-CNS,Chemagen,2.04,2.35,102.23,15.3345
1196,2022-02-21,RTB-CNS,Chemagen,1.93,2.22,159.8,23.97
1197,2022-03-21,RTB-CNS,Chemagen,1.93,2.03,66.36,9.954
1198,2022-03-25,RTB-CNS,Chemagen,2.06,2.52,124.28,18.642
1199,2022-03-17,RTB-CNS,Chemagen,1.96,2.31,149.23,22.3845
1200,2022-01-14,RTB-CNS,Chemagen,1.9,2.26,145.17,21.775499999999997
1201,2022-03-30,RTB-CNS,Chemagen,2.04,2.2,83.34,12.501
1202,2022-02-04,RTB-CNS,Chemagen,1.96,-4.64,65.02,9.753
1203,2022-02-24,RTB-CNS,Chemagen,2.08,2.2,64.1,9.615
1204,2022-02-18,RTB-CNS,Chemagen,2.01,2.22,79.41,11.9115
1205,2022-01-21,RTB-CNS,Chemagen,2.03,2.46,119.11,17.8665
1206,2022-02-10,RTB-CNS,Chemagen,1.93,2.28,245.03,36.7545
1207,2022-02-16,RTB-CNS,Chemagen,1.94,2.1,58.77,8.8155
1208,2022-03-25,RTB-CNS,Chemagen,2.03,2.48,148.18,22.227
1209,2022-03-24,RTB-CNS,Chemagen,1.98,2.6,77.8,11.67
1210,2022-02-14,RTB-CNS,Chemagen,1.91,2.3,217.72,32.658
1211,2022-03-28,RTB-CNS,Chemagen,2.21,2.37,77.35,11.6025
1212,2022-03-14,RTB-CNS,Chemagen,1.94,2.0,154.21,23.1315
1213,2022-03-17,RTB-CNS,Chemagen,2.26,2.88,76.55,11.4825
1214,2022-01-17,RTB-CNS,Chemagen,1.91,2.08,80.55,12.0825
1215,2022-01-21,RTB-CNS,Chemagen,2.0,2.27,124.25,18.6375
1216,2022-01-17,RTB-CNS,Chemagen,1.91,2.07,157.61,23.641500000000004
1217,2022-01-24,RTB-CNS,Chemagen,1.93,2.44,56.57,8.4855
1218,2022-02-04,RTB-CNS,Chemagen,1.87,-2.85,53.11,7.9665
1219,2022-03-14,RTB-CNS,Chemagen,1.9,1.52,125.55,18.8325
1220,2022-02-21,RTB-CNS,Chemagen,1.97,2.28,128.98,19.347
1221,2022-03-03,RTB-CNS,Chemagen,2.03,2.2,63.74,9.561
1222,2022-03-25,RTB-CNS,Chemagen,2.15,2.77,68.17,10.2255
1223,2022-02-16,RTB-CNS,Chemagen,2.08,2.37,68.66,10.299
1224,2022-03-14,RTB-CNS,Chemagen,1.95,2.18,95.33,14.2995
1225,2022-01-12,RTB-CNS,Chemagen,1.93,2.05,120.98,18.147
1226,2022-03-21,RTB-CNS,Chemagen,2.03,2.23,126.72,19.008
1227,2022-03-07,RTB-CNS,Chemagen,1.95,2.04,115.18,17.277
1228,2022-01-25,RTB-CNS,Chemagen,1.98,1.83,60.66,9.099
1229,2022-03-21,RTB-CNS,Chemagen,1.94,1.53,96.61,14.4915
1230,2022-03-07,RTB-CNS,Chemagen,1.94,2.3,115.24,17.286
1231,2022-02-18,RTB-CNS,Chemagen,1.97,2.38,109.83,16.4745
1232,2022-01-12,RTB-CNS,Chemagen,1.92,1.62,112.4,16.86
1233,2022-01-31,RTB-CNS,Chemagen,1.93,2.28,83.14,12.471
1234,2022-02-01,RTB-CNS,Chemagen,2.04,2.35,56.09,8.4135
1235,2022-03-14,RTB-CNS,Chemagen,1.97,2.25,70.75,10.6125
1236,2022-01-07,RTB-CNS,Chemagen,2.14,2.34,36.11,5.4165
1237,2022-02-18,RTB-CNS,Chemagen,1.98,2.32,81.61,12.2415
1238,2022-01-07,RTB-CNS,Chemagen,1.94,1.89,82.06,12.309
1239,2022-03-21,RTB-CNS,Chemagen,1.8,1.37,66.44,9.966
1240,2022-02-08,RTB-CNS,Chemagen,2.03,2.18,61.1,9.165
1241,2022-03-17,RTB-CNS,Chemagen,2.1,2.6,51.92,7.788
1242,2022-03-10,RTB-CNS,Chemagen,1.9,2.2,88.43,13.264500000000002
1243,2022-01-20,RTB-CNS,Chemagen,2.02,2.32,71.58,10.737
1244,2022-02-08,RTB-CNS,Chemagen,1.99,2.16,175.69,26.3535
1245,2022-01-20,RTB-CNS,Chemagen,2.01,2.51,113.08,16.962
1246,2022-03-25,RTB-CNS,Chemagen,2.0,1.63,94.65,14.1975
1247,2022-01-14,RTB-CNS,Chemagen,1.94,2.32,143.19,21.4785
1248,2022-01-14,RTB-CNS,Chemagen,1.91,1.99,151.93,22.7895
1249,2022-03-21,RTB-CNS,Chemagen,1.88,2.13,74.12,11.118
1250,2022-03-22,RTB-CNS,Chemagen,1.96,2.49,88.54,13.281000000000002
1251,2022-02-07,RTB-CNS,Chemagen,1.9,1.81,75.38,11.307
1252,2022-02-28,RTB-CNS,Chemagen,1.99,2.21,78.06,11.709
1253,2022-03-28,RTB-CNS,Chemagen,2.04,2.4,85.55,12.8325
1254,2022-03-24,RTB-CNS,Chemagen,1.9,2.03,77.93,11.689500000000002
1255,2022-01-12,RTB-CNS,Chemagen,1.97,2.11,50.7,7.605
1256,2022-02-24,RTB-CNS,Chemagen,1.98,2.22,89.77,13.4655
1257,2022-03-07,RTB-CNS,Chemagen,1.91,2.34,312.83,46.9245
1258,2022-01-24,RTB-CNS,Chemagen,1.92,2.37,59.44,8.916
1259,2022-02-04,RTB-CNS,Chemagen,1.95,8.14,81.8,12.27
1260,2022-03-07,RTB-CNS,Chemagen,2.03,2.29,104.48,15.672
1261,2022-01-27,RTB-CNS,Chemagen,1.95,2.29,96.83,14.5245
1262,2022-03-17,RTB-CNS,Chemagen,2.01,2.44,113.22,16.983
1263,2022-03-21,RTB-CNS,Chemagen,1.97,2.16,66.22,9.933
1264,2022-01-17,RTB-CNS,Chemagen,1.97,2.28,60.99,9.1485
1265,2022-01-24,RTB-CNS,Chemagen,1.92,2.2,98.55,14.7825
1266,2022-02-16,RTB-CNS,Chemagen,1.99,2.19,58.25,8.7375
1267,2022-03-07,RTB-CNS,Chemagen,1.97,2.24,136.66,20.499
1268,2022-01-27,RTB-CNS,Chemagen,1.97,2.26,83.21,12.481499999999999
1269,2022-01-20,RTB-CNS,Chemagen,2.01,2.46,67.26,10.089
1270,2022-03-07,RTB-CNS,Chemagen,2.03,2.3,57.41,8.6115
1271,2022-01-17,RTB-CNS,Chemagen,1.97,1.87,76.85,11.5275
1272,2022-01-24,RTB-CNS,Chemagen,1.94,2.48,96.89,14.5335
1273,2022-03-03,RTB-CNS,Chemagen,1.98,2.31,102.92,15.438
1274,2022-02-21,RTB-CNS,Chemagen,1.94,2.16,70.1,10.515
1275,2022-01-31,RTB-CNS,Chemagen,1.87,2.09,45.72,6.858
1276,2022-02-25,RTB-CNS,Chemagen,1.98,2.38,73.27,10.9905
1277,2022-01-07,RTB-CNS,Chemagen,1.99,2.34,73.87,11.0805
1278,2022-01-14,RTB-CNS,Chemagen,1.99,2.13,65.58,9.837
1279,2022-01-25,RTB-CNS,Chemagen,2.0,2.38,73.56,11.034
1280,2022-03-30,RTB-CNS,Chemagen,1.93,2.28,162.8,24.42
1281,2022-02-24,RTB-CNS,Chemagen,1.98,2.2,96.13,14.4195
1282,2022-02-18,RTB-CNS,Chemagen,2.01,2.2,87.95,13.1925
1283,2022-01-25,RTB-CNS,Chemagen,2.06,2.49,69.47,10.4205
1284,2022-02-16,RTB-CNS,Chemagen,1.87,2.39,86.75,13.0125
1285,2022-03-28,RTB-CNS,Chemagen,2.0,2.46,128.92,19.337999999999997
1286,2022-01-27,RTB-CNS,Chemagen,2.04,1.61,111.8,16.77
1287,2022-01-24,RTB-CNS,Chemagen,1.91,2.58,50.93,7.6395
1288,2022-03-21,RTB-CNS,Chemagen,2.01,1.84,48.05,7.2075
1289,2022-02-14,RTB-CNS,Chemagen,2.0,2.03,47.81,7.1715
1290,2022-01-14,RTB-CNS,Chemagen,1.94,1.99,73.76,11.064
1291,2022-03-14,RTB-CNS,Chemagen,2.01,2.18,58.35,8.7525
1292,2022-02-01,RTB-CNS,Chemagen,1.98,2.22,122.94,18.441
1293,2022-02-14,RTB-CNS,Chemagen,2.04,1.8,84.79,12.718500000000002
1294,2022-01-21,RTB-CNS,Chemagen,2.0,1.38,60.18,9.027
1295,2022-03-14,RTB-CNS,Chemagen,1.95,2.2,98.22,14.733
1296,2022-02-10,RTB-CNS,Chemagen,1.9,2.41,103.42,15.513
1297,2022-03-30,RTB-CNS,Chemagen,1.98,2.2,103.27,15.4905
1298,2022-03-07,RTB-CNS,Chemagen,1.94,2.27,135.99,20.3985
1299,2022-02-24,RTB-CNS,Chemagen,1.94,2.18,84.9,12.735
1300,2022-03-03,RTB-CNS,Chemagen,2.01,2.42,66.91,10.0365
1301,2022-01-25,RTB-CNS,Chemagen,1.93,2.25,164.53,24.6795
1302,2022-02-07,RTB-CNS,Chemagen,1.91,2.19,135.22,20.283
1303,2022-02-10,RTB-CNS,Chemagen,1.92,2.42,128.83,19.324500000000004
1304,2022-01-21,RTB-CNS,Chemagen,2.06,2.61,75.71,11.356499999999999
1305,2022-01-12,RTB-CNS,Chemagen,1.92,1.01,64.04,9.606000000000002
1306,2022-01-21,RTB-CNS,Chemagen,1.94,2.37,81.99,12.2985
1307,2022-02-21,RTB-CNS,Chemagen,1.94,2.36,102.0,15.3
1308,2022-01-17,RTB-CNS,Chemagen,1.99,2.24,102.25,15.3375
1309,2022-01-21,RTB-CNS,Chemagen,2.04,2.41,77.87,11.6805
1310,2022-01-25,RTB-CNS,Chemagen,2.07,1.47,73.69,11.0535
1311,2022-02-08,RTB-CNS,Chemagen,1.89,2.17,97.04,14.556000000000001
1312,2022-03-10,RTB-CNS,Chemagen,2.01,2.37,109.27,16.3905
1313,2022-01-17,RTB-CNS,Chemagen,1.88,2.19,66.79,10.018500000000001
1314,2022-02-21,RTB-CNS,Chemagen,1.93,2.17,74.72,11.208
1315,2022-01-31,RTB-CNS,Chemagen,1.9,2.23,79.24,11.886
1316,2022-03-07,RTB-CNS,Chemagen,1.92,2.34,108.03,16.2045
1317,2022-01-21,RTB-CNS,Chemagen,1.98,2.15,83.02,12.453
1318,2022-03-10,RTB-CNS,Chemagen,1.91,2.31,84.59,12.6885
1319,2022-02-04,RTB-CVD,Chemagen,1.98,-1.85,46.16,6.9239999999999995
1320,2022-01-25,RTB-CVD,Chemagen,1.93,2.09,69.58,10.437
1321,2022-03-28,RTB-CVD,Chemagen,2.26,2.63,68.27,10.2405
1322,2022-01-31,RTB-CVD,Chemagen,1.94,2.38,85.07,12.760499999999999
1323,2022-03-07,RTB-CVD,Chemagen,2.0,2.25,39.37,5.9055
1324,2022-02-01,RTB-CVD,Chemagen,2.1,2.36,70.58,10.587
1325,2022-02-01,RTB-CVD,Chemagen,1.97,2.34,98.68,14.802000000000001
1326,2022-01-25,RTB-CVD,Chemagen,1.96,2.41,94.15,14.1225
1327,2022-02-18,RTB-CVD,Chemagen,2.06,2.18,75.11,11.2665
1328,2022-03-22,RTB-CVD,Chemagen,1.97,2.28,123.14,18.471
1329,2022-02-18,RTB-CVD,Chemagen,1.98,2.32,122.95,18.4425
1330,2022-01-14,RTB-CVD,Chemagen,1.96,2.14,88.95,13.3425
1331,2022-03-14,RTB-CVD,Chemagen,1.95,2.05,88.64,13.296
1332,2022-03-24,RTB-CVD,Chemagen,1.99,2.28,58.95,8.8425
1333,2022-03-28,RTB-CVD,Chemagen,2.11,2.46,59.33,8.8995
1334,2022-02-10,RTB-CVD,Chemagen,2.09,2.22,69.64,10.446
1335,2022-03-14,RTB-CVD,Chemagen,1.87,1.92,172.51,25.8765
1336,2022-01-27,RTB-CVD,Chemagen,1.98,2.19,60.88,9.132
1337,2022-02-01,RTB-CVD,Chemagen,2.01,2.42,49.23,7.384499999999999
1338,2022-03-24,RTB-CVD,Chemagen,2.09,1.24,87.9,13.185
1339,2022-03-28,RTB-CVD,Chemagen,2.1,2.52,91.24,13.686
1340,2022-03-24,RTB-CVD,Chemagen,2.01,2.41,87.64,13.146
1341,2022-03-24,RTB-CVD,Chemagen,2.04,2.71,60.84,9.126
1342,2022-03-22,RTB-CVD,Chemagen,1.93,2.4,290.98,43.647
1343,2022-02-04,RTB-CVD,Chemagen,1.91,7.66,140.34,21.051
1344,2022-03-22,RTB-CVD,Chemagen,1.96,2.52,137.78,20.667
1345,2022-01-20,RTB-CVD,Chemagen,2.0,2.43,106.12,15.918
1346,2022-02-07,RTB-CVD,Chemagen,1.97,2.16,48.94,7.341
1347,2022-02-10,RTB-CVD,Chemagen,1.98,2.39,158.19,23.7285
1348,2022-03-17,RTB-CVD,Chemagen,2.13,2.54,71.86,10.779
1349,2022-03-24,RTB-CVD,Chemagen,2.0,2.62,76.46,11.468999999999998
1350,2022-03-17,RTB-CVD,Chemagen,1.94,2.42,97.47,14.6205
1351,2022-03-21,RTB-CVD,Chemagen,1.91,2.2,73.97,11.0955
1352,2022-03-24,RTB-CVD,Chemagen,1.98,2.43,92.6,13.89
1353,2022-02-18,RTB-CVD,Chemagen,2.04,1.62,108.4,16.26
1354,2022-01-20,RTB-CVD,Chemagen,2.02,2.47,85.7,12.855
1355,2022-03-25,RTB-CVD,Chemagen,1.95,2.4,274.27,41.1405
1356,2022-03-07,RTB-CVD,Chemagen,1.92,2.26,224.83,33.7245
1357,2022-01-25,RTB-CVD,Chemagen,1.94,1.95,104.29,15.643500000000001
1358,2022-01-25,RTB-CVD,Chemagen,1.93,2.38,151.98,22.797
1359,2022-01-12,RTB-CVD,Chemagen,1.97,2.1,110.79,16.6185
1360,2022-02-01,RTB-CVD,Chemagen,1.96,2.02,53.56,8.034
1361,2022-02-14,RTB-CVD,Chemagen,1.89,2.16,91.61,13.7415
1362,2022-02-04,RTB-CVD,Chemagen,1.97,11.75,130.77,19.6155
1363,2022-01-12,RTB-CVD,Chemagen,1.93,2.21,229.06,34.359
1364,2022-03-24,RTB-CVD,Chemagen,2.25,3.62,29.09,4.3635
1365,2022-01-20,RTB-CVD,Chemagen,2.04,2.52,134.51,20.1765
1366,2022-03-17,RTB-CVD,Chemagen,2.0,2.35,127.77,19.1655
1367,2022-02-18,RTB-CVD,Chemagen,1.98,2.14,93.9,14.085
1368,2022-03-28,RTB-CVD,Chemagen,2.06,2.4,110.29,16.5435
1369,2022-03-28,RTB-CVD,Chemagen,2.09,2.51,82.52,12.378
1370,2022-03-11,RTB-CVD,Chemagen,2.0,2.09,77.22,11.583
1371,2022-03-25,RTB-CVD,Chemagen,2.01,2.38,129.93,19.4895
1372,2022-02-01,RTB-CVD,Chemagen,1.96,2.28,73.87,11.0805
1373,2022-01-31,RTB-CVD,Chemagen,1.92,2.17,99.57,14.935499999999998
1374,2022-01-12,RTB-CVD,Chemagen,1.9,1.78,70.53,10.5795
1375,2022-02-04,RTB-CVD,Chemagen,1.87,13.69,66.85,10.0275
1376,2022-03-24,RTB-CVD,Chemagen,2.13,3.31,38.43,5.7645
1377,2022-03-17,RTB-CVD,Chemagen,1.97,2.46,161.81,24.2715
1378,2022-03-24,RTB-CVD,Chemagen,1.98,2.34,89.23,13.3845
1379,2022-02-21,RTB-CVD,Chemagen,1.92,2.29,59.94,8.991
1380,2022-03-14,RTB-CVD,Chemagen,1.75,0.23,47.92,7.188
1381,2022-02-10,RTB-CVD,Chemagen,2.02,2.37,93.67,14.0505
1382,2022-03-24,RTB-CVD,Chemagen,1.93,2.3,52.72,7.908
1383,2022-03-24,RTB-CVD,Chemagen,2.01,2.56,126.23,18.9345
1384,2022-03-11,RTB-CVD,Chemagen,1.95,2.16,100.17,15.0255
1385,2022-01-07,RTB-CVD,Chemagen,2.03,2.4,80.41,12.0615
1386,2022-01-20,RTB-CVD,Chemagen,1.98,2.44,85.14,12.771
1387,2022-03-11,RTB-CVD,Chemagen,1.93,2.18,37.22,5.583
1388,2022-01-12,RTB-CVD,Chemagen,1.99,1.91,82.32,12.347999999999999
1389,2022-03-09,RTB-CVD,Chemagen,1.93,2.05,57.61,8.6415
1390,2022-01-20,RTB-CVD,Chemagen,2.19,2.47,47.4,7.11
1391,2022-03-24,RTB-CVD,Chemagen,1.99,2.43,63.83,9.5745
1392,2022-01-20,RTB-CVD,Chemagen,2.2,1.54,56.19,8.4285
1393,2022-03-24,RTB-CVD,Chemagen,1.96,2.51,144.25,21.6375
1394,2022-03-24,RTB-CVD,Chemagen,1.97,2.49,186.77,28.0155
1395,2022-03-03,RTB-CVD,Chemagen,1.97,1.95,77.97,11.6955
1396,2022-03-28,RTB-CVD,Chemagen,2.01,2.27,89.31,13.3965
1397,2022-02-24,RTB-CVD,Chemagen,2.03,1.7,70.5,10.575
1398,2022-02-07,RTB-CVD,Chemagen,1.97,2.15,62.93,9.4395
1399,2022-02-04,RTB-CVD,Chemagen,1.94,6.05,158.66,23.799
1400,2022-02-18,RTB-CVD,Chemagen,2.0,2.19,102.44,15.366
1401,2022-03-21,RTB-CVD,Chemagen,1.87,1.85,85.0,12.75
1402,2022-02-10,RTB-CVD,Chemagen,2.11,2.03,129.34,19.401
1403,2022-03-24,RTB-CVD,Chemagen,1.96,2.57,79.9,11.985
1404,2022-02-04,RTB-CVD,Chemagen,1.97,9.69,131.02,19.653
1405,2022-02-16,RTB-CVD,Chemagen,1.88,2.16,126.97,19.0455
1406,2022-02-07,RTB-CVD,Chemagen,1.93,2.14,64.46,9.668999999999999
1407,2022-02-04,RTB-CVD,Chemagen,2.27,-1.89,43.34,6.501000000000001
1408,2022-03-10,RTB-CVD,Chemagen,1.99,2.15,79.53,11.9295
1409,2022-01-12,RTB-CVD,Chemagen,1.89,1.56,104.53,15.6795
1410,2022-03-21,RTB-CVD,Chemagen,1.9,2.06,91.1,13.665
1411,2022-01-14,RTB-CVD,Chemagen,2.13,2.35,56.56,8.484
1412,2022-02-24,RTB-CVD,Chemagen,2.0,2.21,85.46,12.818999999999999
1413,2022-03-22,RTB-CVD,Chemagen,1.99,2.43,70.81,10.6215
1414,2022-01-25,RTB-CVD,Chemagen,1.92,1.9,41.22,6.183
1415,2022-01-12,RTB-CVD,Chemagen,2.08,1.96,55.42,8.313
1416,2022-01-14,RTB-CVD,Chemagen,1.95,2.03,64.46,9.668999999999999
1417,2022-02-04,RTB-CVD,Chemagen,2.08,-1.48,40.31,6.0465
1418,2022-02-04,RTB-CVD,Chemagen,1.99,-3.53,63.39,9.5085
1419,2022-01-14,RTB-CVD,Chemagen,1.93,1.94,52.32,7.848
1420,2022-01-12,RTB-CVD,Chemagen,1.94,2.02,135.02,20.253
1421,2022-02-08,RTB-CVD,Chemagen,1.87,2.35,100.93,15.139500000000002
1422,2022-03-28,RTB-CVD,Chemagen,1.96,2.02,76.84,11.526
1423,2022-02-24,RTB-CVD,Chemagen,1.98,2.03,82.86,12.429
1424,2022-03-25,RTB-CVD,Chemagen,2.19,2.97,60.57,9.0855
1425,2022-03-25,RTB-CVD,Chemagen,2.1,2.62,69.13,10.3695
1426,2022-03-10,RTB-CVD,Chemagen,1.93,2.39,181.36,27.204000000000004
1427,2022-03-24,RTB-CVD,Chemagen,2.04,1.69,57.97,8.6955
1428,2022-01-14,RTB-CVD,Chemagen,1.98,2.29,113.21,16.9815
1429,2022-03-28,RTB-CVD,Chemagen,2.11,2.46,66.01,9.9015
1430,2022-02-18,RTB-CVD,Chemagen,2.01,2.02,93.17,13.9755
1431,2022-03-07,RTB-CVD,Chemagen,1.93,2.36,119.41,17.9115
1432,2022-01-25,RTB-CVD,Chemagen,2.08,2.51,31.4,4.71
1433,2022-02-04,RTB-CVD,Chemagen,1.92,-4.53,68.86,10.329
1434,2022-03-11,RTB-CVD,Chemagen,1.97,2.19,116.94,17.541
1435,2022-03-28,RTB-CVD,Chemagen,1.99,2.38,56.86,8.529
1436,2022-03-24,RTB-CVD,Chemagen,1.99,2.6,82.51,12.3765
1437,2022-03-17,RTB-CVD,Chemagen,2.33,2.17,35.59,5.338500000000001
1438,2021-10-01,RTB-CVD,Chemagen,1.8,2.02,137.17,20.575499999999998
1439,2021-10-05,RTB-CVD,Chemagen,1.88,2.13,61.96,9.294
1440,2022-03-30,RTB-GEN,Chemagen,2.0,2.41,64.7,9.705
1441,2022-03-25,RTB-GEN,Chemagen,2.09,2.74,108.15,16.2225
1442,2022-02-21,RTB-GEN,Chemagen,1.98,2.36,81.97,12.2955
1443,2022-03-30,RTB-GEN,Chemagen,2.02,2.3,109.55,16.4325
1444,2022-03-30,RTB-GEN,Chemagen,2.03,2.19,90.96,13.643999999999998
1445,2022-03-11,RTB-GEN,Chemagen,2.0,2.29,92.71,13.906499999999998
1446,2022-02-25,RTB-GEN,Chemagen,2.06,2.37,71.07,10.660499999999999
1447,2022-02-04,RTB-GEN,Chemagen,1.77,4.37,97.08,14.562
1448,2022-03-21,RTB-GEN,Chemagen,1.89,1.78,79.28,11.892
1449,2022-03-17,RTB-GEN,Chemagen,2.09,2.49,45.47,6.8205
1450,2022-02-28,RTB-GEN,Chemagen,1.98,2.17,70.63,10.5945
1451,2022-03-11,RTB-GEN,Chemagen,2.11,2.4,88.79,13.318500000000002
1452,2022-03-14,RTB-GEN,Chemagen,1.96,2.16,85.6,12.84
1453,2022-03-11,RTB-GEN,Chemagen,1.99,2.31,82.76,12.414
1454,2022-03-22,RTB-GEN,Chemagen,1.96,2.43,108.0,16.2
1455,2022-01-24,RTB-GEN,Chemagen,1.92,2.41,92.72,13.908
1456,2022-02-28,RTB-GEN,Chemagen,1.96,2.1,52.84,7.926000000000001
1457,2022-01-12,RTB-GEN,Chemagen,1.93,2.0,70.16,10.524
1458,2022-03-14,RTB-GEN,Chemagen,1.93,2.24,126.5,18.975
1459,2022-01-12,RTB-GEN,Chemagen,1.84,1.54,89.39,13.4085
1460,2022-01-07,RTB-GEN,Chemagen,2.04,2.4,72.34,10.851
1461,2022-03-30,RTB-GEN,Chemagen,2.01,2.33,75.72,11.358
1462,2022-01-07,RTB-GEN,Chemagen,2.01,2.1,63.24,9.486
1463,2022-01-07,RTB-GEN,Chemagen,1.98,1.89,53.71,8.0565
1464,2022-02-24,RTB-GEN,Chemagen,1.94,2.25,54.47,8.1705
1465,2022-03-07,RTB-GEN,Chemagen,1.96,2.32,95.65,14.3475
1466,2022-03-24,RTB-GEN,Chemagen,1.99,2.69,54.46,8.169
1467,2022-03-11,RTB-GEN,Chemagen,1.97,2.17,167.56,25.134
1468,2022-01-20,RTB-GEN,Chemagen,1.97,2.32,75.37,11.3055
1469,2022-02-25,RTB-GEN,Chemagen,1.98,2.21,89.37,13.4055
1470,2022-01-25,RTB-GEN,Chemagen,1.98,2.27,63.96,9.594
1471,2022-02-24,RTB-GEN,Chemagen,1.95,2.31,145.94,21.891
1472,2022-02-24,RTB-GEN,Chemagen,2.11,1.69,65.02,9.753
1473,2022-03-21,RTB-GEN,Chemagen,1.91,1.87,106.29,15.943500000000002
1474,2022-03-24,RTB-GEN,Chemagen,1.91,2.2,66.24,9.936
1475,2022-03-24,RTB-GEN,Chemagen,2.01,2.47,59.9,8.985
1476,2022-01-31,RTB-GEN,Chemagen,1.89,2.27,54.09,8.1135
1477,2022-02-14,RTB-GEN,Chemagen,1.96,2.23,87.83,13.1745
1478,2022-02-14,RTB-GEN,Chemagen,1.95,2.15,120.35,18.0525
1479,2022-03-24,RTB-GEN,Chemagen,2.11,2.67,68.24,10.236
1480,2022-03-22,RTB-GEN,Chemagen,1.91,2.24,89.54,13.431000000000001
1481,2022-03-25,RTB-GEN,Chemagen,2.02,2.49,119.56,17.934
1482,2022-03-24,RTB-GEN,Chemagen,1.99,2.59,83.64,12.546
1483,2022-03-11,RTB-GEN,Chemagen,2.0,2.42,122.88,18.432
1484,2022-02-04,RTB-GEN,Chemagen,1.93,-2.3,51.41,7.711499999999999
1485,2022-03-09,RTB-GEN,Chemagen,1.89,1.76,68.45,10.2675
1486,2022-03-10,RTB-GEN,Chemagen,1.97,2.36,91.36,13.704
1487,2022-02-04,RTB-GEN,Chemagen,1.87,-16.53,79.89,11.9835
1488,2022-02-18,RTB-GEN,Chemagen,1.95,2.27,66.82,10.022999999999998
1489,2022-03-24,RTB-GEN,Chemagen,1.99,2.49,85.63,12.8445
1490,2022-03-17,RTB-GEN,Chemagen,2.15,2.69,70.38,10.557
1491,2022-03-28,RTB-GEN,Chemagen,1.99,2.4,92.34,13.851
1492,2022-02-24,RTB-GEN,Chemagen,1.93,2.27,93.16,13.974
1493,2022-03-25,RTB-GEN,Chemagen,1.98,2.6,79.8,11.97
1494,2022-03-28,RTB-GEN,Chemagen,1.98,2.15,61.83,9.2745
1495,2022-03-22,RTB-GEN,Chemagen,1.99,2.11,82.46,12.368999999999998
1496,2022-03-25,RTB-GEN,Chemagen,2.0,2.56,120.02,18.003
1497,2022-03-25,RTB-GEN,Chemagen,2.03,2.63,118.95,17.8425
1498,2022-02-24,RTB-GEN,Chemagen,2.15,1.62,42.28,6.342
1499,2022-01-27,RTB-GEN,Chemagen,1.91,2.3,134.21,20.1315
1500,2022-02-07,RTB-GEN,Chemagen,2.0,1.92,25.56,3.834
1501,2022-03-14,RTB-GEN,Chemagen,1.96,2.15,126.66,18.999
1502,2022-03-14,RTB-GEN,Chemagen,1.93,2.3,169.96,25.494
1503,2022-01-25,RTB-GEN,Chemagen,1.99,2.08,65.38,9.807
1504,2022-01-14,RTB-GEN,Chemagen,1.93,2.14,78.52,11.778
1505,2022-02-21,RTB-GEN,Chemagen,1.91,1.86,83.9,12.585
1506,2022-01-12,RTB-GEN,Chemagen,1.96,2.2,71.73,10.7595
1507,2022-02-25,RTB-GEN,Chemagen,1.97,2.07,96.17,14.4255
1508,2022-02-18,RTB-GEN,Chemagen,2.08,1.05,74.72,11.208
1509,2022-01-12,RTB-GEN,Chemagen,2.02,2.24,82.14,12.321
1510,2022-03-24,RTB-GEN,Chemagen,2.01,2.66,70.92,10.638
1511,2022-03-14,RTB-GEN,Chemagen,1.92,2.04,78.09,11.7135
1512,2022-03-17,RTB-GEN,Chemagen,2.12,2.6,78.41,11.7615
1513,2022-02-16,RTB-GEN,Chemagen,1.88,1.67,118.27,17.7405
1514,2022-03-30,RTB-GEN,Chemagen,1.94,1.77,83.92,12.588
1515,2022-03-28,RTB-GEN,Chemagen,2.01,2.41,116.58,17.487
1516,2022-02-18,RTB-GEN,Chemagen,1.95,2.15,62.94,9.441
1517,2022-03-24,RTB-GEN,Chemagen,2.07,2.78,56.81,8.5215
1518,2022-01-07,RTB-GEN,Chemagen,2.01,2.33,80.41,12.0615
1519,2022-03-09,RTB-GEN,Chemagen,1.99,2.19,84.78,12.717
1520,2022-02-24,RTB-GEN,Chemagen,2.1,1.47,67.44,10.116
1521,2022-02-25,RTB-GEN,Chemagen,1.93,2.11,94.06,14.109
1522,2022-03-28,RTB-GEN,Chemagen,1.98,2.43,64.67,9.7005
1523,2022-02-25,RTB-GEN,Chemagen,2.1,2.23,75.74,11.361
1524,2022-02-18,RTB-GEN,Chemagen,1.93,1.86,94.35,14.1525
1525,2022-03-14,RTB-GEN,Chemagen,1.99,1.99,75.24,11.286
1526,2022-03-09,RTB-GEN,Chemagen,1.98,2.19,47.13,7.0695
1527,2022-03-03,RTB-GEN,Chemagen,2.03,2.3,69.83,10.4745
1528,2022-03-09,RTB-GEN,Chemagen,1.97,1.56,92.26,13.839
1529,2022-02-25,RTB-GEN,Chemagen,1.97,2.26,128.28,19.242
1530,2022-03-10,RTB-GEN,Chemagen,1.9,2.15,52.46,7.869
1531,2022-02-14,RTB-GEN,Chemagen,1.89,2.1,84.37,12.6555
1532,2022-02-08,RTB-GEN,Chemagen,1.92,1.87,60.5,9.075
1533,2022-03-17,RTB-GEN,Chemagen,2.18,2.45,97.86,14.679
1534,2022-02-14,RTB-GEN,Chemagen,1.96,2.25,67.73,10.1595
1535,2022-03-14,RTB-GEN,Chemagen,2.03,2.28,95.71,14.356499999999999
